order_line_id,order_id,customer_id,order_date,product_id,product_category,quantity,line_revenue,line_cogs
OL0001212,ORD000408,C0010,2025-08-13,P007,Safety,40,2392.63,1393.30
OL0001213,ORD000409,C0010,2025-03-01,P006,Conveyors,20,1695.97,1214.94
OL0001214,ORD000409,C0010,2025-03-01,P010,Welding,4,1663.28,1191.53
OL0001215,ORD000410,C0010,2025-07-25,P008,Lubricants,49,2061.74,1187.59
OL0001216,ORD000410,C0010,2025-07-25,P001,Bearings,27,2547.49,1467.39
OL0001217,ORD000410,C0010,2025-07-25,P010,Welding,40,2931.10,1688.35
OL0001218,ORD000410,C0010,2025-07-25,P005,Valves,33,2578.85,1485.45
OL0001219,ORD000411,C0010,2025-08-22,P001,Bearings,45,2030.80,1228.41
OL0001220,ORD000411,C0010,2025-08-22,P003,Fasteners,31,2104.54,1273.02
OL0001221,ORD000411,C0010,2025-08-22,P008,Lubricants,12,2217.01,1341.06
OL0001222,ORD000412,C0010,2025-04-13,P005,Valves,36,4863.32,3407.75
OL0001223,ORD000413,C0010,2025-03-15,P009,Automation,38,1933.82,1505.62
OL0001224,ORD000413,C0010,2025-03-15,P008,Lubricants,33,1576.82,1227.66
OL0001225,ORD000413,C0010,2025-03-15,P003,Fasteners,40,2653.26,2065.75
OL0001226,ORD000413,C0010,2025-03-15,P002,Pumps,14,2097.58,1633.11
OL0001227,ORD000413,C0010,2025-03-15,P006,Conveyors,20,2284.06,1778.30
OL0001228,ORD000414,C0010,2026-12-11,P009,Automation,16,5169.33,3767.55
OL0001229,ORD000414,C0010,2026-12-11,P004,Motors,3,4394.36,3202.74
OL0001230,ORD000414,C0010,2026-12-11,P006,Conveyors,19,4906.00,3575.63
OL0001231,ORD000415,C0010,2026-07-12,P002,Pumps,26,17100.87,10808.27
OL0001232,ORD000416,C0010,2026-11-09,P001,Bearings,46,4143.71,3267.09
OL0001233,ORD000416,C0010,2026-11-09,P004,Motors,19,3322.82,2619.86
OL0001234,ORD000416,C0010,2026-11-09,P010,Welding,35,3058.55,2411.50
OL0001235,ORD000416,C0010,2026-11-09,P005,Valves,44,3911.51,3084.01
OL0001236,ORD000416,C0010,2026-11-09,P006,Conveyors,42,2909.88,2294.28
OL0001237,ORD000417,C0010,2026-12-16,P007,Safety,22,21446.64,16459.28
OL0001238,ORD000418,C0010,2026-05-14,P002,Pumps,5,2349.24,1643.85
OL0001239,ORD000418,C0010,2026-05-14,P005,Valves,50,2584.41,1808.41
OL0001240,ORD000418,C0010,2026-05-14,P003,Fasteners,17,3174.06,2221.01
OL0001241,ORD000418,C0010,2026-05-14,P007,Safety,28,3092.62,2164.02
OL0001242,ORD000418,C0010,2026-05-14,P005,Valves,32,1986.44,1389.99
OL0001243,ORD000419,C0010,2026-04-09,P001,Bearings,7,2634.13,1669.34
OL0001244,ORD000419,C0010,2026-04-09,P002,Pumps,10,2816.36,1784.82
OL0001245,ORD000419,C0010,2026-04-09,P003,Fasteners,29,4345.82,2754.10
OL0001246,ORD000419,C0010,2026-04-09,P001,Bearings,14,2761.57,1750.10
OL0001247,ORD000420,C0010,2026-06-16,P008,Lubricants,31,4000.09,3153.53
OL0001248,ORD000420,C0010,2026-06-16,P001,Bearings,4,2712.61,2138.52
OL0001249,ORD000420,C0010,2026-06-16,P008,Lubricants,28,2533.03,1996.95
OL0001250,ORD000420,C0010,2026-06-16,P003,Fasteners,15,3219.67,2538.27
OL0001251,ORD000421,C0010,2026-10-04,P006,Conveyors,22,2982.20,1784.83
OL0001252,ORD000421,C0010,2026-10-04,P010,Welding,32,2840.35,1699.94
OL0001253,ORD000422,C0010,2026-07-18,P002,Pumps,43,5511.98,4140.60
OL0001254,ORD000422,C0010,2026-07-18,P008,Lubricants,44,4850.06,3643.36
OL0001255,ORD000422,C0010,2026-07-18,P010,Welding,30,5679.62,4266.53
OL0001256,ORD000423,C0010,2026-01-09,P007,Safety,37,4121.24,3031.50
OL0001257,ORD000423,C0010,2026-01-09,P005,Valves,32,5031.51,3701.08
OL0001258,ORD000424,C0010,2026-07-19,P009,Automation,42,14621.34,9395.13
OL0001259,ORD000425,C0010,2026-10-07,P001,Bearings,35,3509.42,2660.31
OL0001260,ORD000425,C0010,2026-10-07,P002,Pumps,11,4890.90,3707.54
OL0001261,ORD000425,C0010,2026-10-07,P006,Conveyors,46,4548.13,3447.70
OL0001262,ORD000425,C0010,2026-10-07,P003,Fasteners,49,4770.63,3616.36
OL0001263,ORD000426,C0010,2026-09-22,P009,Automation,28,3013.71,2050.91
OL0001264,ORD000426,C0010,2026-09-22,P005,Valves,6,3507.11,2386.68
OL0001265,ORD000427,C0010,2026-04-15,P002,Pumps,45,2863.18,1875.55
OL0001266,ORD000427,C0010,2026-04-15,P001,Bearings,16,4329.86,2836.32
OL0001267,ORD000427,C0010,2026-04-15,P009,Automation,32,3076.71,2015.43
OL0001268,ORD000427,C0010,2026-04-15,P009,Automation,32,3041.73,1992.51
OL0001269,ORD000427,C0010,2026-04-15,P010,Welding,27,3496.79,2290.60
OL0001270,ORD000428,C0011,2024-09-10,P001,Bearings,9,5355.04,3729.78
OL0001271,ORD000428,C0011,2024-09-10,P008,Lubricants,4,5895.88,4106.47
OL0001272,ORD000428,C0011,2024-09-10,P010,Welding,1,5906.16,4113.63
OL0001273,ORD000429,C0011,2024-03-25,P004,Motors,33,4726.23,3646.89
OL0001274,ORD000429,C0011,2024-03-25,P004,Motors,29,4749.33,3664.71
OL0001275,ORD000429,C0011,2024-03-25,P006,Conveyors,8,3958.99,3054.86
OL0001276,ORD000430,C0011,2024-08-16,P002,Pumps,50,2286.19,1753.36
OL0001277,ORD000430,C0011,2024-08-16,P007,Safety,23,2523.65,1935.48
OL0001278,ORD000430,C0011,2024-08-16,P004,Motors,4,3017.55,2314.27
OL0001279,ORD000431,C0011,2024-05-20,P002,Pumps,6,844.33,520.65
OL0001280,ORD000431,C0011,2024-05-20,P003,Fasteners,31,1251.62,771.81
OL0001281,ORD000431,C0011,2024-05-20,P002,Pumps,13,1303.85,804.02
OL0001282,ORD000431,C0011,2024-05-20,P009,Automation,49,1092.56,673.73
OL0001283,ORD000431,C0011,2024-05-20,P005,Valves,48,1088.78,671.40
OL0001284,ORD000432,C0011,2024-10-01,P001,Bearings,49,13761.54,10833.16
OL0001285,ORD000433,C0011,2024-09-10,P006,Conveyors,21,2234.08,1601.63
OL0001286,ORD000433,C0011,2024-09-10,P003,Fasteners,12,2618.10,1876.93
OL0001287,ORD000433,C0011,2024-09-10,P010,Welding,41,2336.98,1675.40
OL0001288,ORD000434,C0011,2024-08-02,P010,Welding,48,9207.11,5859.04
OL0001289,ORD000435,C0011,2024-01-10,P009,Automation,21,4335.91,2456.10
OL0001290,ORD000435,C0011,2024-01-10,P004,Motors,45,4737.05,2683.33
OL0001291,ORD000435,C0011,2024-01-10,P007,Safety,26,3522.43,1995.30
OL0001292,ORD000436,C0011,2024-12-14,P005,Valves,33,1841.23,1343.66
OL0001293,ORD000436,C0011,2024-12-14,P010,Welding,19,2365.11,1725.97
OL0001294,ORD000437,C0011,2024-03-07,P001,Bearings,47,2372.01,1619.50
OL0001295,ORD000437,C0011,2024-03-07,P007,Safety,19,2450.08,1672.80
OL0001296,ORD000438,C0011,2024-01-18,P007,Safety,38,3039.62,2392.61
OL0001297,ORD000438,C0011,2024-01-18,P005,Valves,22,2300.00,1810.43
OL0001298,ORD000438,C0011,2024-01-18,P009,Automation,10,2858.30,2249.88
OL0001299,ORD000438,C0011,2024-01-18,P006,Conveyors,15,3412.85,2686.40
OL0001300,ORD000439,C0011,2024-11-11,P006,Conveyors,15,2906.21,1664.31
OL0001301,ORD000439,C0011,2024-11-11,P002,Pumps,7,2725.79,1560.99
OL0001302,ORD000439,C0011,2024-11-11,P007,Safety,24,3082.97,1765.54
OL0001303,ORD000439,C0011,2024-11-11,P004,Motors,43,2914.71,1669.18
OL0001304,ORD000440,C0011,2024-06-07,P001,Bearings,33,2968.78,2348.22
OL0001305,ORD000440,C0011,2024-06-07,P004,Motors,23,3923.45,3103.33
OL0001306,ORD000440,C0011,2024-06-07,P006,Conveyors,47,4671.47,3694.99
OL0001307,ORD000440,C0011,2024-06-07,P004,Motors,3,2827.46,2236.43
OL0001308,ORD000441,C0011,2024-08-08,P007,Safety,31,2607.91,2040.80
OL0001309,ORD000441,C0011,2024-08-08,P006,Conveyors,48,3060.30,2394.82
OL0001310,ORD000441,C0011,2024-08-08,P004,Motors,11,2080.98,1628.46
OL0001311,ORD000442,C0011,2024-06-25,P002,Pumps,17,5911.16,4120.38
OL0001312,ORD000442,C0011,2024-06-25,P010,Welding,48,5512.37,3842.41
OL0001313,ORD000443,C0011,2024-10-26,P001,Bearings,6,2050.26,1628.10
OL0001314,ORD000443,C0011,2024-10-26,P009,Automation,44,2103.85,1670.66
OL0001315,ORD000443,C0011,2024-10-26,P005,Valves,45,2581.30,2049.79
OL0001316,ORD000443,C0011,2024-10-26,P009,Automation,3,1442.17,1145.22
OL0001317,ORD000444,C0011,2025-11-27,P006,Conveyors,44,10503.34,7376.00
OL0001318,ORD000445,C0011,2025-09-02,P009,Automation,3,6980.62,4291.25
OL0001319,ORD000446,C0011,2025-06-12,P004,Motors,45,9042.65,6564.92
OL0001320,ORD000447,C0011,2025-04-18,P005,Valves,4,5057.54,3894.94
OL0001321,ORD000447,C0011,2025-04-18,P002,Pumps,47,5498.67,4234.66
OL0001322,ORD000447,C0011,2025-04-18,P002,Pumps,47,5481.64,4221.54
OL0001323,ORD000448,C0011,2025-10-16,P002,Pumps,25,7169.49,5610.57
OL0001324,ORD000449,C0011,2025-01-22,P006,Conveyors,33,2895.06,2003.71
OL0001325,ORD000449,C0011,2025-01-22,P008,Lubricants,18,3581.42,2478.75
OL0001326,ORD000449,C0011,2025-01-22,P001,Bearings,17,2625.61,1817.22
OL0001327,ORD000449,C0011,2025-01-22,P004,Motors,38,2199.10,1522.03
OL0001328,ORD000450,C0011,2025-03-03,P006,Conveyors,25,15489.72,11554.93
OL0001329,ORD000451,C0011,2025-11-15,P006,Conveyors,25,4125.96,2995.31
OL0001330,ORD000451,C0011,2025-11-15,P003,Fasteners,12,3404.97,2471.90
OL0001331,ORD000451,C0011,2025-11-15,P010,Welding,36,4554.79,3306.63
OL0001332,ORD000452,C0011,2025-03-02,P006,Conveyors,22,19484.30,13490.75
OL0001333,ORD000453,C0011,2025-07-02,P003,Fasteners,48,2948.84,1886.23
OL0001334,ORD000453,C0011,2025-07-02,P002,Pumps,12,2417.47,1546.34
OL0001335,ORD000453,C0011,2025-07-02,P010,Welding,46,3904.30,2497.39
OL0001336,ORD000453,C0011,2025-07-02,P001,Bearings,36,3563.33,2279.29
OL0001337,ORD000453,C0011,2025-07-02,P006,Conveyors,36,2769.06,1771.23
OL0001338,ORD000454,C0011,2025-07-04,P003,Fasteners,2,20373.73,15995.88
OL0001339,ORD000455,C0011,2025-10-20,P008,Lubricants,17,3345.35,1868.97
OL0001340,ORD000455,C0011,2025-10-20,P004,Motors,38,3600.39,2011.45
OL0001341,ORD000455,C0011,2025-10-20,P010,Welding,20,3431.40,1917.04
OL0001342,ORD000456,C0011,2025-09-17,P006,Conveyors,2,2385.21,1814.01
OL0001343,ORD000456,C0011,2025-09-17,P002,Pumps,10,2915.50,2217.31
OL0001344,ORD000456,C0011,2025-09-17,P001,Bearings,14,2188.68,1664.55
OL0001345,ORD000456,C0011,2025-09-17,P006,Conveyors,23,2331.35,1773.05
OL0001346,ORD000456,C0011,2025-09-17,P007,Safety,13,1627.41,1237.69
OL0001347,ORD000457,C0011,2025-05-01,P003,Fasteners,43,4172.41,2514.17
OL0001348,ORD000457,C0011,2025-05-01,P005,Valves,45,5803.63,3497.09
OL0001349,ORD000457,C0011,2025-05-01,P003,Fasteners,9,4707.29,2836.47
OL0001350,ORD000458,C0011,2025-04-21,P003,Fasteners,21,1333.35,891.61
OL0001351,ORD000458,C0011,2025-04-21,P008,Lubricants,4,1060.80,709.36
OL0001352,ORD000458,C0011,2025-04-21,P003,Fasteners,18,1584.99,1059.89
OL0001353,ORD000458,C0011,2025-04-21,P008,Lubricants,49,1362.68,911.23
OL0001354,ORD000458,C0011,2025-04-21,P001,Bearings,47,1811.03,1211.04
OL0001355,ORD000459,C0011,2026-10-07,P007,Safety,15,20133.91,14751.05
OL0001356,ORD000460,C0011,2026-05-06,P001,Bearings,12,2299.57,1275.41
OL0001357,ORD000460,C0011,2026-05-06,P002,Pumps,47,3951.20,2191.46
OL0001358,ORD000460,C0011,2026-05-06,P002,Pumps,36,3858.59,2140.09
OL0001359,ORD000460,C0011,2026-05-06,P009,Automation,42,2504.09,1388.84
OL0001360,ORD000461,C0011,2026-02-21,P005,Valves,20,1633.15,1165.51
OL0001361,ORD000461,C0011,2026-02-21,P002,Pumps,32,1392.52,993.78
OL0001362,ORD000461,C0011,2026-02-21,P006,Conveyors,47,1815.92,1295.94
OL0001363,ORD000461,C0011,2026-02-21,P008,Lubricants,46,1283.03,915.64
OL0001364,ORD000462,C0011,2026-08-28,P008,Lubricants,42,2815.58,2064.43
OL0001365,ORD000462,C0011,2026-08-28,P002,Pumps,25,2037.43,1493.88
OL0001366,ORD000462,C0011,2026-08-28,P005,Valves,29,3119.36,2287.17
OL0001367,ORD000462,C0011,2026-08-28,P003,Fasteners,47,2692.23,1973.99
OL0001368,ORD000462,C0011,2026-08-28,P005,Valves,5,2566.14,1881.54
OL0001369,ORD000463,C0011,2026-03-28,P004,Motors,30,9384.01,7111.08
OL0001370,ORD000464,C0011,2026-06-07,P009,Automation,20,2695.41,1654.63
OL0001371,ORD000464,C0011,2026-06-07,P006,Conveyors,28,2380.47,1461.29
OL0001372,ORD000464,C0011,2026-06-07,P006,Conveyors,7,1964.29,1205.81
OL0001373,ORD000464,C0011,2026-06-07,P009,Automation,30,2691.25,1652.07
OL0001374,ORD000465,C0011,2026-12-04,P002,Pumps,1,2845.02,1945.01
OL0001375,ORD000465,C0011,2026-12-04,P001,Bearings,4,1919.01,1311.94
OL0001376,ORD000465,C0011,2026-12-04,P010,Welding,41,1997.53,1365.62
OL0001377,ORD000465,C0011,2026-12-04,P008,Lubricants,18,2094.11,1431.64
OL0001378,ORD000466,C0011,2026-06-02,P010,Welding,6,10158.46,7921.86
OL0001379,ORD000467,C0011,2026-02-16,P001,Bearings,6,3212.74,1846.81
OL0001380,ORD000467,C0011,2026-02-16,P002,Pumps,40,2026.61,1164.98
OL0001381,ORD000467,C0011,2026-02-16,P006,Conveyors,40,2076.74,1193.80
OL0001382,ORD000468,C0011,2026-10-10,P006,Conveyors,16,4227.01,2608.94
OL0001383,ORD000468,C0011,2026-10-10,P009,Automation,31,3405.63,2101.97
OL0001384,ORD000468,C0011,2026-10-10,P010,Welding,32,5794.12,3576.16
OL0001385,ORD000469,C0011,2026-06-20,P007,Safety,9,1181.52,907.20
OL0001386,ORD000469,C0011,2026-06-20,P004,Motors,14,1401.80,1076.33
OL0001387,ORD000469,C0011,2026-06-20,P003,Fasteners,47,1746.58,1341.06
OL0001388,ORD000469,C0011,2026-06-20,P009,Automation,10,1923.43,1476.86
OL0001389,ORD000470,C0011,2026-01-20,P001,Bearings,45,7136.55,4878.44
OL0001390,ORD000471,C0011,2026-02-08,P004,Motors,17,7689.49,6046.30
OL0001391,ORD000472,C0011,2026-12-13,P009,Automation,7,2068.07,1524.23
OL0001392,ORD000472,C0011,2026-12-13,P001,Bearings,29,2100.05,1547.79
OL0001393,ORD000472,C0011,2026-12-13,P008,Lubricants,29,2321.82,1711.25
OL0001394,ORD000473,C0011,2026-07-01,P006,Conveyors,10,9296.07,5182.38
OL0001395,ORD000473,C0011,2026-07-01,P007,Safety,39,7211.00,4019.99
OL0001396,ORD000474,C0011,2026-03-09,P009,Automation,29,17487.47,13164.02
OL0001397,ORD000475,C0011,2026-05-13,P009,Automation,9,4146.42,2877.46
OL0001398,ORD000475,C0011,2026-05-13,P007,Safety,31,5118.71,3552.19
OL0001399,ORD000476,C0011,2026-08-13,P003,Fasteners,33,1573.20,981.51
OL0001400,ORD000476,C0011,2026-08-13,P008,Lubricants,44,1820.85,1136.02
OL0001401,ORD000476,C0011,2026-08-13,P003,Fasteners,14,1495.96,933.32
OL0001402,ORD000477,C0011,2026-09-23,P004,Motors,9,3701.04,2043.84
OL0001403,ORD000477,C0011,2026-09-23,P008,Lubricants,19,3539.55,1954.65
OL0001404,ORD000477,C0011,2026-09-23,P006,Conveyors,13,3025.43,1670.74
OL0001405,ORD000477,C0011,2026-09-23,P010,Welding,2,3916.49,2162.81
OL0001406,ORD000478,C0011,2026-11-25,P002,Pumps,22,5382.85,3244.37
OL0001407,ORD000478,C0011,2026-11-25,P009,Automation,15,5352.93,3226.34
OL0001408,ORD000479,C0012,2024-10-12,P001,Bearings,22,20497.93,14385.03
OL0001409,ORD000480,C0012,2024-10-11,P003,Fasteners,26,2286.80,1262.31
OL0001410,ORD000480,C0012,2024-10-11,P010,Welding,18,2177.16,1201.79
OL0001411,ORD000480,C0012,2024-10-11,P006,Conveyors,50,2425.95,1339.12
OL0001412,ORD000481,C0012,2024-01-04,P005,Valves,30,2915.10,1948.09
OL0001413,ORD000481,C0012,2024-01-04,P001,Bearings,33,3052.47,2039.89
OL0001414,ORD000481,C0012,2024-01-04,P006,Conveyors,24,2296.45,1534.66
OL0001415,ORD000481,C0012,2024-01-04,P010,Welding,4,2285.47,1527.32
OL0001416,ORD000481,C0012,2024-01-04,P010,Welding,36,2908.70,1943.81
OL0001417,ORD000482,C0012,2024-02-13,P002,Pumps,17,13755.71,8416.80
OL0001418,ORD000483,C0012,2024-10-17,P005,Valves,15,7521.92,5587.51
OL0001419,ORD000483,C0012,2024-10-17,P008,Lubricants,16,6373.91,4734.74
OL0001420,ORD000484,C0012,2024-01-05,P010,Welding,41,4138.76,2443.33
OL0001421,ORD000484,C0012,2024-01-05,P004,Motors,12,4999.75,2951.62
OL0001422,ORD000485,C0012,2024-12-08,P008,Lubricants,3,1651.38,1044.62
OL0001423,ORD000485,C0012,2024-12-08,P010,Welding,11,1884.30,1191.97
OL0001424,ORD000485,C0012,2024-12-08,P004,Motors,48,1753.75,1109.38
OL0001425,ORD000485,C0012,2024-12-08,P008,Lubricants,7,1665.83,1053.76
OL0001426,ORD000485,C0012,2024-12-08,P002,Pumps,26,1351.87,855.16
OL0001427,ORD000486,C0012,2024-06-05,P010,Welding,44,5491.23,4372.94
OL0001428,ORD000486,C0012,2024-06-05,P008,Lubricants,49,6096.10,4854.63
OL0001429,ORD000487,C0012,2024-03-17,P002,Pumps,8,2126.28,1416.76
OL0001430,ORD000487,C0012,2024-03-17,P009,Automation,1,1628.48,1085.07
OL0001431,ORD000487,C0012,2024-03-17,P008,Lubricants,6,2297.25,1530.68
OL0001432,ORD000487,C0012,2024-03-17,P006,Conveyors,6,1964.60,1309.03
OL0001433,ORD000487,C0012,2024-03-17,P010,Welding,13,1498.35,998.36
OL0001434,ORD000488,C0012,2024-08-18,P002,Pumps,8,3947.59,3147.09
OL0001435,ORD000488,C0012,2024-08-18,P009,Automation,33,3559.17,2837.43
OL0001436,ORD000488,C0012,2024-08-18,P002,Pumps,40,5279.54,4208.94
OL0001437,ORD000488,C0012,2024-08-18,P007,Safety,39,3249.78,2590.78
OL0001438,ORD000489,C0012,2025-01-11,P009,Automation,40,3217.76,2306.61
OL0001439,ORD000489,C0012,2025-01-11,P001,Bearings,35,2980.08,2136.23
OL0001440,ORD000490,C0012,2025-08-18,P007,Safety,36,4573.20,3656.26
OL0001441,ORD000491,C0012,2025-12-09,P010,Welding,47,6783.69,4430.78
OL0001442,ORD000491,C0012,2025-12-09,P005,Valves,4,7031.21,4592.45
OL0001443,ORD000492,C0012,2025-04-26,P006,Conveyors,40,7061.83,5204.54
OL0001444,ORD000492,C0012,2025-04-26,P008,Lubricants,20,8792.11,6479.76
OL0001445,ORD000493,C0012,2025-07-07,P001,Bearings,30,5034.67,2801.19
OL0001446,ORD000493,C0012,2025-07-07,P009,Automation,18,4841.20,2693.55
OL0001447,ORD000494,C0012,2025-06-16,P003,Fasteners,10,18004.79,14252.27
OL0001448,ORD000495,C0012,2025-09-01,P001,Bearings,24,5682.38,4238.42
OL0001449,ORD000495,C0012,2025-09-01,P005,Valves,4,4415.77,3293.67
OL0001450,ORD000496,C0012,2025-08-28,P008,Lubricants,47,3152.92,2092.97
OL0001451,ORD000496,C0012,2025-08-28,P002,Pumps,41,4286.78,2845.65
OL0001452,ORD000496,C0012,2025-08-28,P010,Welding,21,3930.18,2608.94
OL0001453,ORD000497,C0012,2025-03-02,P009,Automation,45,802.04,444.61
OL0001454,ORD000497,C0012,2025-03-02,P005,Valves,49,1019.51,565.17
OL0001455,ORD000497,C0012,2025-03-02,P002,Pumps,14,760.29,421.47
OL0001456,ORD000497,C0012,2025-03-02,P008,Lubricants,47,847.62,469.88
OL0001457,ORD000497,C0012,2025-03-02,P008,Lubricants,10,1112.17,616.53
OL0001458,ORD000498,C0012,2025-09-22,P003,Fasteners,42,3039.23,2413.29
OL0001459,ORD000498,C0012,2025-09-22,P010,Welding,40,2628.15,2086.87
OL0001460,ORD000498,C0012,2025-09-22,P008,Lubricants,29,2479.38,1968.74
OL0001461,ORD000499,C0012,2025-03-10,P007,Safety,14,6306.03,4146.29
OL0001462,ORD000500,C0012,2025-09-18,P009,Automation,1,1723.99,1146.35
OL0001463,ORD000500,C0012,2025-09-18,P004,Motors,36,2178.40,1448.50
OL0001464,ORD000500,C0012,2025-09-18,P002,Pumps,21,2367.01,1573.92
OL0001465,ORD000500,C0012,2025-09-18,P010,Welding,40,1303.93,867.03
OL0001466,ORD000501,C0012,2025-10-10,P005,Valves,19,9442.68,6697.31
OL0001467,ORD000502,C0012,2025-08-03,P009,Automation,49,2213.70,1361.11
OL0001468,ORD000502,C0012,2025-08-03,P005,Valves,22,1597.55,982.27
OL0001469,ORD000502,C0012,2025-08-03,P007,Safety,37,1682.44,1034.47
OL0001470,ORD000502,C0012,2025-08-03,P005,Valves,21,2271.77,1396.82
OL0001471,ORD000502,C0012,2025-08-03,P008,Lubricants,39,2274.84,1398.71
OL0001472,ORD000503,C0012,2025-10-17,P001,Bearings,45,3070.87,1922.45
OL0001473,ORD000503,C0012,2025-10-17,P002,Pumps,3,2010.14,1258.40
OL0001474,ORD000503,C0012,2025-10-17,P006,Conveyors,14,2141.24,1340.48
OL0001475,ORD000503,C0012,2025-10-17,P003,Fasteners,40,3084.15,1930.77
OL0001476,ORD000504,C0012,2026-07-17,P008,Lubricants,34,3443.83,2025.59
OL0001477,ORD000504,C0012,2026-07-17,P008,Lubricants,14,5599.36,3293.43
OL0001478,ORD000505,C0012,2026-06-17,P010,Welding,29,14411.18,10496.12
OL0001479,ORD000506,C0012,2026-09-27,P008,Lubricants,29,11183.36,8690.70
OL0001480,ORD000506,C0012,2026-09-27,P007,Safety,18,8774.41,6818.68
OL0001481,ORD000507,C0012,2026-12-01,P010,Welding,44,6474.25,4565.36
OL0001482,ORD000507,C0012,2026-12-01,P007,Safety,41,4603.63,3246.29
OL0001483,ORD000507,C0012,2026-12-01,P002,Pumps,20,5668.57,3997.24
OL0001484,ORD000507,C0012,2026-12-01,P006,Conveyors,15,5153.27,3633.87
OL0001485,ORD000508,C0012,2026-03-02,P004,Motors,37,3373.15,2307.67
OL0001486,ORD000508,C0012,2026-03-02,P003,Fasteners,50,3728.02,2550.45
OL0001487,ORD000508,C0012,2026-03-02,P005,Valves,14,3504.34,2397.42
OL0001488,ORD000509,C0012,2026-08-01,P008,Lubricants,21,9604.33,5290.46
OL0001489,ORD000510,C0012,2026-02-02,P001,Bearings,37,9099.88,7055.04
OL0001490,ORD000511,C0012,2026-05-12,P001,Bearings,32,23182.17,15436.36
OL0001491,ORD000512,C0012,2026-12-19,P009,Automation,38,3420.69,1960.39
OL0001492,ORD000512,C0012,2026-12-19,P007,Safety,36,3667.27,2101.70
OL0001493,ORD000512,C0012,2026-12-19,P003,Fasteners,19,2790.51,1599.23
OL0001494,ORD000512,C0012,2026-12-19,P001,Bearings,4,2346.04,1344.51
OL0001495,ORD000512,C0012,2026-12-19,P007,Safety,5,3895.32,2232.39
OL0001496,ORD000513,C0012,2026-01-23,P005,Valves,1,10767.82,6240.99
OL0001497,ORD000513,C0012,2026-01-23,P004,Motors,27,10945.93,6344.22
OL0001498,ORD000514,C0012,2026-11-08,P009,Automation,42,8882.85,6805.57
OL0001499,ORD000514,C0012,2026-11-08,P009,Automation,40,13069.52,10013.18
OL0001500,ORD000515,C0012,2026-10-16,P008,Lubricants,15,13048.25,10097.17
OL0001501,ORD000516,C0012,2026-04-06,P005,Valves,1,1816.78,1375.22
OL0001502,ORD000516,C0012,2026-04-06,P006,Conveyors,19,1932.47,1462.80
OL0001503,ORD000516,C0012,2026-04-06,P010,Welding,11,2252.01,1704.68
OL0001504,ORD000516,C0012,2026-04-06,P008,Lubricants,39,1706.55,1291.78
OL0001505,ORD000516,C0012,2026-04-06,P009,Automation,47,2124.80,1608.38
OL0001506,ORD000517,C0012,2026-04-09,P004,Motors,40,10007.70,7354.52
OL0001507,ORD000518,C0012,2026-12-03,P003,Fasteners,17,3807.18,2604.46
OL0001508,ORD000518,C0012,2026-12-03,P005,Valves,23,3301.13,2258.27
OL0001509,ORD000518,C0012,2026-12-03,P005,Valves,25,4748.44,3248.37
OL0001510,ORD000519,C0013,2024-06-09,P009,Automation,12,4262.15,2889.04
OL0001511,ORD000520,C0013,2024-11-13,P001,Bearings,25,2162.45,1376.04
OL0001512,ORD000520,C0013,2024-11-13,P010,Welding,21,3570.66,2272.13
OL0001513,ORD000521,C0013,2024-12-20,P010,Welding,9,2556.70,2008.73
OL0001514,ORD000521,C0013,2024-12-20,P001,Bearings,33,3520.89,2766.27
OL0001515,ORD000521,C0013,2024-12-20,P010,Welding,15,2075.70,1630.82
OL0001516,ORD000521,C0013,2024-12-20,P006,Conveyors,36,3199.96,2514.12
OL0001517,ORD000521,C0013,2024-12-20,P007,Safety,43,2885.88,2267.36
OL0001518,ORD000522,C0013,2024-02-21,P009,Automation,5,2259.50,1714.51
OL0001519,ORD000522,C0013,2024-02-21,P010,Welding,6,2015.96,1529.71
OL0001520,ORD000522,C0013,2024-02-21,P007,Safety,14,3354.08,2545.07
OL0001521,ORD000522,C0013,2024-02-21,P002,Pumps,36,3629.57,2754.12
OL0001522,ORD000523,C0013,2024-05-05,P008,Lubricants,44,1786.90,1144.83
OL0001523,ORD000523,C0013,2024-05-05,P008,Lubricants,32,1530.92,980.83
OL0001524,ORD000523,C0013,2024-05-05,P009,Automation,23,2045.38,1310.43
OL0001525,ORD000524,C0013,2024-11-05,P005,Valves,25,4356.01,2960.13
OL0001526,ORD000524,C0013,2024-11-05,P008,Lubricants,16,4870.74,3309.91
OL0001527,ORD000524,C0013,2024-11-05,P006,Conveyors,34,5282.61,3589.80
OL0001528,ORD000525,C0013,2024-02-18,P007,Safety,48,2467.46,1944.09
OL0001529,ORD000525,C0013,2024-02-18,P007,Safety,46,2488.95,1961.02
OL0001530,ORD000525,C0013,2024-02-18,P004,Motors,6,3834.77,3021.38
OL0001531,ORD000526,C0013,2024-04-20,P003,Fasteners,38,2806.88,1850.06
OL0001532,ORD000526,C0013,2024-04-20,P005,Valves,43,3098.67,2042.38
OL0001533,ORD000526,C0013,2024-04-20,P004,Motors,16,3985.69,2627.03
OL0001534,ORD000526,C0013,2024-04-20,P010,Welding,22,3676.69,2423.36
OL0001535,ORD000527,C0013,2024-07-26,P002,Pumps,42,5382.71,3984.82
OL0001536,ORD000527,C0013,2024-07-26,P004,Motors,22,4670.73,3457.74
OL0001537,ORD000528,C0013,2024-04-06,P002,Pumps,20,2444.09,1935.12
